Student_ID,Age,Gender,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Internet_Quality,Part_Time_Job,Extracurricular_Involvement,AI_Tool_Usage_Hours_Per_Week,Previous_Semester_GPA,Productivity_Score,Performance_Category,Sleep_Debt,Digital_Overload,Academic_Pressure,Lifestyle_Balance,Burnout_Risk_Score,Burnout_Label,Burnout_Label_v2
5676,16.0,0,3.8,6.5,2.2,2.3,100.0,73.3,4.9,4.2,5.3,8.1,0,0,4.8,7.4,5.32,76.38,0,0.0,4.5,1.0146,7.1,-4.3381,0,0
5677,21.0,1,4.8,7.7,6.0,2.0,68.6,69.8,10.0,3.9,3.5,5.6,2,0,5.8,7.4,5.16,54.47,2,0.0,8.0,1.4496000000000002,8.257142857142858,-1.0427428571428576,0,0
5678,18.0,0,3.6,6.5,5.2,2.2,89.3,67.8,10.0,2.0,4.2,5.9,0,1,3.6,4.0,8.91,66.55,0,0.0,7.4,1.1592000000000002,6.785714285714286,-1.4169142857142845,0,0
5679,22.0,0,1.6,7.6,4.1,3.4,80.2,87.2,8.5,4.1,5.8,4.3,0,1,5.0,7.2,6.97,68.94,0,0.0,7.5,0.2048,8.185714285714285,-4.998514285714284,0,0
5680,18.0,1,6.6,6.0,9.1,3.5,84.5,100.0,6.2,0.9,3.1,4.0,0,0,6.1,7.3,8.93,50.41,2,0.0,12.6,0.0,6.128571428571429,3.451428571428571,0,1
5681,18.0,1,5.3,6.6,12.0,4.6,84.4,100.0,4.7,7.3,5.3,4.3,0,0,2.7,4.4,6.89,60.06,2,0.0,16.6,0.0,7.642857142857142,2.7471428571428587,0,0
5682,20.0,1,4.2,6.0,3.7,6.9,65.9,94.7,3.7,5.9,9.6,5.6,2,0,4.3,1.8,2.73,39.8,1,0.0,10.6,0.2225999999999997,6.842857142857143,-0.6489571428571423,0,1
5683,24.0,1,4.2,5.9,6.5,2.3,62.6,33.8,6.8,3.2,6.1,6.2,2,1,3.8,2.6,3.09,30.46,1,0.0999999999999996,8.8,2.7804,6.357142857142858,2.6734571428571434,0,1
5684,18.0,0,1.2,8.7,5.0,2.9,63.4,93.9,8.8,2.7,6.5,5.4,1,0,8.2,5.7,6.11,53.88,2,0.0,7.9,0.0731999999999999,9.085714285714284,-6.7659142857142855,0,1
5685,17.0,0,2.2,6.1,11.7,0.0,74.2,93.7,6.0,1.9,3.2,6.8,0,0,0.9,0.3,2.07,46.48,1,0.0,11.7,0.1385999999999999,6.371428571428571,-1.953528571428571,0,0
5686,22.0,0,4.9,6.5,7.2,0.7,83.2,73.2,6.2,4.9,6.6,5.0,2,0,1.6,1.3,2.82,38.0,1,0.0,7.9,1.3132,7.2,0.1398000000000001,0,1
5687,20.0,0,4.2,8.4,8.3,2.7,71.1,91.7,7.5,1.6,2.1,7.5,1,0,5.5,3.5,10.0,69.32,0,0.0,11.0,0.3485999999999998,8.628571428571428,-2.9956714285714288,0,0
5688,24.0,1,3.8,8.0,9.0,3.8,61.3,81.5,6.0,5.3,1.0,10.0,1,1,1.2,0.5,6.96,56.07,2,0.0,12.8,0.7030000000000002,8.757142857142856,-3.262642857142856,0,0
5689,17.0,1,4.0,9.1,6.3,3.0,91.9,74.7,5.4,1.5,6.5,8.8,2,0,3.4,4.7,7.96,61.78,2,0.0,9.3,1.012,9.314285714285711,-4.346285714285713,0,1
5690,21.0,0,2.8,7.6,5.5,4.1,60.0,79.6,3.8,1.5,5.8,3.7,2,0,2.8,14.3,6.38,37.49,1,0.0,9.6,0.5712000000000002,7.814285714285714,-1.7674857142857134,0,1
5691,18.0,1,2.3,6.2,9.8,5.3,86.2,65.0,5.3,5.4,8.5,4.7,1,0,8.6,3.0,7.09,46.13,1,0.0,15.1,0.8049999999999999,6.971428571428572,1.2760714285714283,0,1
5692,17.0,0,1.0,9.7,7.9,3.0,70.2,41.9,6.7,3.1,1.6,8.8,0,1,5.5,5.5,9.06,64.44,0,0.0,10.9,0.581,10.142857142857142,-7.4213571428571425,0,0
5693,22.0,0,3.9,7.8,3.9,2.6,95.8,41.2,5.1,7.0,7.3,2.4,1,0,1.5,6.9,8.0,56.94,2,0.0,6.5,2.2932,8.8,-0.1902000000000014,1,1
5694,21.0,1,5.4,6.8,4.2,1.6,73.2,91.5,3.5,2.3,5.0,5.4,2,1,6.6,3.4,5.99,57.13,2,0.0,5.800000000000001,0.4589999999999998,7.128571428571428,-1.920071428571428,0,0
5695,22.0,1,0.9,7.1,5.0,4.2,57.1,56.5,6.3,3.0,7.0,6.1,2,1,6.5,6.2,8.47,40.1,1,0.0,9.2,0.3915,7.528571428571428,-4.671321428571429,0,1
5696,20.0,0,4.2,7.2,8.9,4.7,79.5,47.5,6.7,1.4,2.4,5.4,1,1,2.4,3.7,5.28,56.13,2,0.0,13.6,2.205,7.4,3.3675000000000006,0,0
5697,20.0,0,4.8,6.7,9.7,3.2,69.1,47.1,5.2,4.1,6.5,5.5,1,0,3.5,6.8,2.48,38.47,1,0.0,12.9,2.5392,7.285714285714286,4.063085714285713,0,1
5698,19.0,0,2.2,5.2,11.4,2.7,90.5,66.4,6.0,6.4,2.1,6.7,0,0,7.5,3.8,6.23,50.74,2,0.7999999999999998,14.1,0.7392,6.114285714285715,2.0545142857142857,0,0
5699,25.0,0,7.0,9.1,4.2,2.1,84.3,100.0,0.4,0.8,8.5,6.1,1,1,4.3,5.2,7.21,57.82,2,0.0,6.300000000000001,0.0,9.214285714285714,-3.5142857142857133,0,1
5700,19.0,0,3.4,7.0,6.4,2.9,71.8,72.4,7.6,1.9,4.2,4.2,1,1,0.0,11.9,7.89,50.86,2,0.0,9.3,0.9383999999999996,7.271428571428571,-0.5938285714285718,0,0
5701,19.0,1,4.0,7.2,5.0,4.2,67.0,49.2,6.6,2.6,5.0,9.8,1,0,0.0,3.7,7.3,63.57,0,0.0,9.2,2.032,7.571428571428571,-1.6234285714285726,0,0
5702,19.0,1,3.9,9.7,5.5,1.8,65.7,100.0,9.1,4.7,6.3,6.0,2,0,0.0,7.8,5.34,59.85,2,0.0,7.3,0.0,10.37142857142857,-6.6014285714285705,0,1
5703,21.0,1,0.7,6.1,8.3,1.6,72.4,80.9,5.5,5.5,3.5,6.8,0,1,3.3,12.7,5.2,39.68,1,0.0,9.9,0.1336999999999999,6.885714285714285,-4.575164285714285,0,1
5704,18.0,1,6.2,7.9,5.9,4.1,97.7,68.8,7.6,4.2,7.1,5.3,1,1,4.2,8.6,8.0,63.89,0,0.0,10.0,1.9344000000000003,8.5,1.7116000000000011,0,1
5705,24.0,1,2.3,6.0,9.3,1.5,78.1,83.7,8.6,1.0,8.0,6.1,1,0,5.6,5.8,6.13,54.27,2,0.0,10.8,0.3748999999999998,6.142857142857143,-1.3905071428571434,0,1
5706,18.0,1,3.7,7.4,4.7,3.3,92.3,75.2,6.1,3.3,2.0,4.3,2,0,5.1,2.4,7.37,60.48,2,0.0,8.0,0.9176,7.871428571428572,-1.6850285714285709,0,0
5707,24.0,1,5.4,7.3,7.9,3.2,60.7,62.1,6.8,0.9,4.5,3.3,1,0,1.7,7.3,6.05,51.34,2,0.0,11.1,2.0466,7.428571428571429,3.8613285714285728,0,1
5708,17.0,1,7.1,8.0,4.9,3.0,55.0,65.2,6.3,9.2,4.2,7.5,1,0,4.1,4.7,7.22,69.56,0,0.0,7.9,2.4708,9.314285714285717,0.2719142857142849,0,0
5709,21.0,0,2.0,8.6,1.4,1.8,67.7,52.7,2.5,0.8,3.2,4.0,0,1,4.1,1.8,6.1,52.21,2,0.0,3.2,0.946,8.714285714285714,-6.095285714285714,0,1
5710,24.0,0,3.3,6.2,3.4,6.1,88.5,66.5,6.9,6.3,5.4,5.4,1,1,3.0,2.9,6.88,52.51,2,0.0,9.5,1.1055,7.1000000000000005,-0.7517500000000013,0,0
5711,18.0,1,7.0,8.8,6.3,3.7,76.2,91.7,3.9,1.8,6.4,9.9,0,0,8.6,15.2,6.25,69.24,0,0.0,10.0,0.5809999999999997,9.05714285714286,-2.53564285714286,0,1
5712,25.0,2,5.1,8.9,10.8,2.1,91.6,91.3,4.1,0.3,3.6,8.8,0,1,1.1,8.6,6.42,69.17,0,0.0,12.9,0.4437000000000003,8.942857142857143,-2.147307142857142,0,0
5713,20.0,1,5.5,6.7,4.9,3.6,96.4,71.8,7.2,1.6,9.1,4.3,1,0,4.0,2.7,5.62,57.91,2,0.0,8.5,1.5510000000000002,6.928571428571429,1.8979285714285727,0,1
5714,24.0,0,2.1,7.0,5.6,6.3,67.6,72.0,8.8,7.6,5.5,6.9,1,1,1.5,7.7,6.77,44.9,1,0.0,11.9,0.5880000000000001,8.085714285714285,-3.023714285714287,0,0
5715,21.0,1,3.4,6.4,7.2,3.2,90.8,56.4,7.7,1.4,5.8,2.9,0,0,0.3,7.6,6.63,45.41,1,0.0,10.4,1.4824000000000002,6.6000000000000005,2.0936000000000003,0,1
5716,19.0,0,3.9,6.6,4.5,5.8,98.0,82.1,7.3,2.4,5.9,8.8,0,0,0.8,5.6,7.16,65.15,0,0.0,10.3,0.6981000000000002,6.942857142857142,-2.025707142857141,0,0
5717,18.0,1,2.5,5.4,4.8,0.9,93.4,50.1,6.7,0.8,2.4,6.2,2,0,4.6,15.2,5.07,53.0,2,0.5999999999999996,5.7,1.2475,5.514285714285714,-0.6930357142857155,0,0
5718,19.0,0,4.2,8.0,6.2,1.5,59.3,90.0,7.9,4.8,2.0,8.6,1,0,0.3,1.7,7.51,64.95,0,0.0,7.7,0.4199999999999999,8.685714285714285,-5.145714285714284,0,0
5719,17.0,1,3.2,4.3,4.9,0.0,55.9,82.5,9.7,2.0,8.2,6.6,0,0,0.8,10.4,5.89,30.14,1,1.7000000000000002,4.9,0.5600000000000002,4.585714285714285,1.3642857142857163,0,1
5720,17.0,0,6.9,6.1,1.5,6.6,74.2,70.2,4.7,5.2,8.4,5.1,2,1,6.2,4.7,5.08,43.21,1,0.0,8.1,2.0562,6.842857142857143,3.261442857142857,0,1
5721,17.0,1,4.3,6.9,4.4,0.0,74.7,82.8,4.8,2.9,7.6,5.4,1,0,4.7,4.4,5.24,60.97,2,0.0,4.4,0.7396000000000001,7.314285714285715,-3.2648857142857155,0,1
5722,19.0,1,6.9,8.7,7.5,3.3,91.0,68.9,7.6,4.9,4.5,5.1,0,0,6.7,6.0,7.92,65.45,0,0.0,10.8,2.1459,9.4,2.188850000000003,0,0
5723,23.0,0,4.6,6.3,7.6,6.1,67.4,78.4,2.2,2.3,3.8,7.0,1,0,3.1,11.8,6.55,48.66,2,0.0,13.7,0.9935999999999998,6.628571428571428,1.8918285714285703,0,0
5724,17.0,1,2.7,7.6,9.3,4.7,85.4,78.9,5.8,2.3,4.3,4.3,2,0,4.5,9.5,7.33,62.79,2,0.0,14.0,0.5697,7.928571428571428,-0.064021428571428,0,0
5725,17.0,0,6.8,6.9,9.1,3.7,65.9,96.0,6.6,4.8,1.0,6.0,2,1,3.9,2.7,5.1,58.24,2,0.0,12.8,0.2720000000000002,7.585714285714286,1.6622857142857148,0,0
5726,21.0,1,4.6,8.2,3.7,5.3,84.5,83.8,4.8,0.5,4.8,6.3,2,0,3.5,5.8,5.09,56.86,2,0.0,9.0,0.7452000000000001,8.27142857142857,-2.123628571428572,0,0
5727,18.0,1,6.1,7.5,4.1,1.8,74.1,93.9,1.8,2.9,5.3,2.5,0,0,5.5,1.0,2.49,44.61,1,0.0,5.9,0.3720999999999996,7.914285714285715,-0.776135714285715,0,1
5728,17.0,0,2.1,8.1,4.2,3.9,84.7,82.1,9.0,2.1,5.2,3.6,0,0,1.0,5.5,5.15,55.87,2,0.0,8.1,0.3759000000000001,8.4,-3.9061499999999993,0,1
5729,18.0,1,6.3,6.3,5.6,2.8,75.3,74.0,4.7,1.5,3.9,2.3,0,0,2.7,2.0,4.45,47.99,2,0.0,8.399999999999999,1.638,6.514285714285714,4.032714285714285,0,1
5730,24.0,1,6.3,5.7,4.4,2.8,51.3,84.3,4.8,4.4,6.0,5.4,0,0,7.7,3.9,4.39,39.86,1,0.2999999999999998,7.2,0.9891000000000002,6.328571428571429,1.69507857142857,0,1
5731,20.0,0,4.8,7.5,5.6,3.3,86.6,81.2,8.9,6.8,7.8,5.8,0,1,2.4,5.7,8.22,70.26,0,0.0,8.899999999999999,0.9023999999999996,8.471428571428572,-1.7278285714285722,0,1
5732,19.0,1,2.6,6.4,3.8,5.1,95.2,68.5,0.0,3.8,3.3,7.6,2,0,8.6,3.3,5.69,65.02,0,0.0,8.899999999999999,0.8189999999999998,6.942857142857143,-2.984357142857144,0,0
5733,21.0,0,4.1,7.0,8.0,5.8,69.1,49.7,9.3,1.2,4.3,4.1,1,1,3.5,4.9,5.93,47.83,2,0.0,13.8,2.0623,7.171428571428572,4.052021428571427,0,0
5734,20.0,1,5.4,7.4,3.6,2.5,90.5,65.6,10.0,1.8,1.0,3.1,2,0,6.6,4.9,5.46,65.98,0,0.0,6.1,1.8576000000000008,7.6571428571428575,0.949257142857144,0,1
5735,21.0,0,4.7,8.6,3.5,1.0,72.0,65.5,4.0,2.0,8.2,4.8,1,1,3.2,4.8,5.44,53.52,2,0.0,4.5,1.6215,8.885714285714286,-2.8434642857142864,0,1
5736,22.0,1,5.4,8.0,7.3,1.5,62.5,85.0,4.9,3.3,4.3,6.8,0,1,0.2,4.7,4.8,62.92,2,0.0,8.8,0.8100000000000002,8.471428571428572,-1.936428571428571,0,0
5737,21.0,1,6.2,6.1,7.8,6.5,72.1,73.8,7.1,3.0,5.7,9.8,1,0,5.8,2.2,8.1,53.85,2,0.0,14.3,1.6244,6.5285714285714285,3.1180285714285727,0,0
5738,18.0,0,2.9,5.5,5.4,5.7,77.6,60.4,6.6,3.4,4.4,6.2,0,0,3.4,5.4,7.92,49.42,2,0.5,11.1,1.1484,5.985714285714286,1.506885714285715,0,0
5739,16.0,1,1.9,9.2,8.2,1.0,62.8,72.0,8.2,3.6,5.7,3.7,0,0,8.0,7.7,6.33,50.52,2,0.0,9.2,0.532,9.714285714285714,-4.646285714285714,0,1
5740,20.0,1,4.1,4.9,8.0,6.0,97.5,69.2,7.1,3.5,6.7,6.9,1,0,5.6,4.1,6.22,51.91,2,1.0999999999999996,14.0,1.2627999999999997,5.4,5.524199999999998,0,1
5741,24.0,1,3.5,6.4,10.7,1.7,60.1,58.5,7.8,4.8,4.0,6.2,0,1,3.0,2.8,8.96,52.44,2,0.0,12.4,1.4525,7.085714285714286,0.9930357142857144,0,0
5742,21.0,0,5.8,7.8,7.8,4.2,73.0,100.0,10.0,2.2,6.5,6.1,0,0,6.2,2.2,6.12,63.0,2,0.0,12.0,0.0,8.114285714285714,-0.5242857142857131,0,1
5743,23.0,0,2.1,9.1,10.3,1.7,68.0,71.6,6.0,2.8,1.6,3.1,1,0,0.0,11.1,7.9,30.95,1,0.0,12.0,0.5964,9.5,-2.4754,0,1
5744,25.0,0,6.2,6.8,6.2,6.9,97.6,60.7,9.0,0.7,7.1,6.9,1,0,4.4,8.4,8.62,66.02,0,0.0,13.1,2.4366000000000003,6.9,4.814900000000004,0,1
5745,18.0,1,6.9,7.0,9.5,2.0,60.4,45.1,9.3,0.5,3.6,5.0,0,1,6.4,3.5,7.09,45.64,1,0.0,11.5,3.7881,7.071428571428571,7.380721428571428,0,0
5746,22.0,0,4.2,5.9,9.6,1.1,90.7,76.6,3.6,3.2,6.7,4.9,0,1,2.9,1.1,5.63,38.08,1,0.0999999999999996,10.7,0.9828000000000005,6.357142857142858,1.577057142857142,0,1
5747,21.0,0,4.3,7.2,5.6,2.2,82.6,84.3,4.2,8.3,6.6,8.0,0,0,2.7,0.9,5.28,69.74,0,0.0,7.8,0.6751000000000001,8.385714285714286,-4.0330642857142855,0,1
5748,25.0,1,2.7,5.5,4.3,7.7,63.8,63.3,7.1,1.9,10.0,7.3,0,0,0.0,6.0,7.35,33.74,1,0.5,12.0,0.9909,5.771428571428571,1.2249214285714287,0,1
5749,25.0,1,3.1,6.0,4.7,3.5,75.4,77.5,3.3,0.7,7.5,3.5,0,1,7.6,1.1,3.86,28.77,1,0.0,8.2,0.6974999999999999,6.1,-0.2237499999999999,1,1
5750,22.0,1,3.4,8.0,7.0,1.1,77.6,55.4,4.6,2.6,8.2,9.3,0,0,4.0,3.5,7.08,66.84,0,0.0,8.1,1.5164000000000002,8.371428571428572,-3.9768285714285714,0,1
5751,18.0,1,7.1,6.4,3.1,1.6,87.6,70.9,6.5,1.2,6.1,8.3,1,0,4.9,6.5,5.75,74.99,0,0.0,4.7,2.066099999999999,6.571428571428572,0.4077214285714268,0,1
5752,23.0,0,4.1,8.2,4.9,0.0,71.6,94.5,4.5,2.6,5.8,4.1,0,0,5.4,4.3,6.09,58.95,2,0.0,4.9,0.2255000000000001,8.571428571428571,-4.55317857142857,0,0
5753,20.0,1,1.6,6.8,9.0,4.0,88.2,70.8,5.5,2.8,1.3,1.2,0,1,5.2,1.1,4.49,42.97,1,0.0,13.0,0.4672,7.2,0.6808000000000002,0,1
5754,22.0,1,4.7,5.2,7.7,0.7,80.6,63.4,4.1,2.1,8.6,6.8,1,0,5.7,2.0,8.59,49.54,2,0.7999999999999998,8.4,1.7202,5.5,3.2403,0,1
5755,24.0,0,5.9,8.5,1.0,5.0,85.9,99.2,3.9,2.0,9.8,6.6,0,0,6.8,3.3,7.65,57.03,2,0.0,6.0,0.0472,8.785714285714286,-4.2949142857142855,0,1
5756,19.0,0,4.1,5.3,2.7,4.4,68.5,78.6,7.0,0.2,5.5,4.0,0,0,5.3,4.4,5.8,44.08,1,0.7000000000000002,7.1000000000000005,0.8774000000000003,5.328571428571428,2.2175285714285726,0,1
5757,21.0,0,7.1,6.2,11.4,2.8,76.9,65.9,5.8,1.4,4.0,10.0,1,0,1.4,2.8,5.2,56.82,2,0.0,14.2,2.4211,6.4,5.011649999999998,0,0
5758,20.0,1,5.8,6.7,8.9,5.2,81.4,59.4,6.3,3.2,4.2,5.8,0,0,2.0,5.7,8.46,58.49,2,0.0,14.1,2.3548,7.1571428571428575,5.165057142857142,0,0
5759,20.0,1,2.1,8.3,4.5,4.7,81.1,54.3,7.5,1.5,5.1,5.9,0,1,2.8,5.0,6.87,54.19,2,0.0,9.2,0.9597000000000002,8.514285714285714,-3.7447357142857145,0,0
5760,19.0,1,3.1,6.3,2.3,3.3,79.5,82.7,6.4,6.4,5.6,6.7,1,0,2.1,4.9,10.0,93.44,0,0.0,5.6,0.5362999999999998,7.214285714285714,-4.479835714285715,0,0
5761,22.0,1,4.7,5.8,2.9,1.6,100.0,88.8,5.3,5.2,6.1,8.7,1,0,5.8,5.5,8.71,89.6,0,0.2000000000000001,4.5,0.5264,6.542857142857143,-3.693257142857142,0,1
5762,24.0,1,0.9,7.2,7.3,3.7,87.5,75.0,4.1,2.2,7.6,6.6,1,1,3.1,3.3,5.88,50.64,2,0.0,11.0,0.225,7.514285714285714,-4.256785714285714,0,1
5763,24.0,0,4.9,6.7,10.9,3.7,89.5,71.4,7.0,1.7,5.2,6.2,0,0,5.9,13.4,4.23,52.39,2,0.0,14.6,1.4013999999999998,6.942857142857143,3.2792428571428576,0,0
5764,18.0,1,0.7,6.4,10.8,3.9,83.2,85.6,10.0,4.8,6.5,2.8,1,1,1.8,2.1,8.09,36.28,1,0.0,14.7,0.1008,7.085714285714286,-0.4245142857142849,0,1
5765,23.0,1,6.2,7.3,2.1,3.1,86.9,49.5,7.9,1.6,7.6,6.0,0,0,8.3,2.1,6.27,65.39,0,0.0,5.2,3.131,7.528571428571428,1.7279285714285724,0,1
5766,22.0,1,6.0,5.4,5.3,3.6,82.6,76.4,2.7,4.3,4.7,9.0,1,1,2.4,5.9,5.36,58.02,2,0.5999999999999996,8.9,1.416,6.014285714285714,2.0597142857142856,0,0
5767,18.0,0,5.2,4.8,3.9,3.5,100.0,75.3,1.5,2.5,9.1,4.5,0,0,3.2,1.7,6.96,39.8,1,1.2000000000000002,7.4,1.2844,5.157142857142857,4.779457142857144,0,1
5768,16.0,0,2.8,9.8,6.3,5.5,79.2,82.5,4.4,2.6,9.7,6.3,2,0,6.9,1.8,5.42,42.46,1,0.0,11.8,0.4900000000000001,10.171428571428573,-4.446428571428573,0,1
5769,18.0,0,4.5,7.1,2.7,3.0,90.8,83.6,2.6,2.0,8.4,1.0,2,1,4.5,3.5,4.71,39.32,1,0.0,5.7,0.7380000000000002,7.385714285714285,-0.3287142857142848,1,1
5770,24.0,1,3.2,7.2,4.6,1.2,100.0,67.7,3.2,5.5,6.1,9.1,0,0,3.1,2.4,4.25,60.57,2,0.0,5.8,1.0336,7.985714285714286,-5.525314285714285,0,1
5771,21.0,1,2.1,6.0,3.8,3.1,88.5,100.0,0.8,5.9,3.3,5.8,0,0,3.8,7.0,5.84,55.76,2,0.0,6.9,0.0,6.842857142857143,-4.612857142857141,0,0
5772,22.0,1,3.5,7.0,7.3,1.6,76.3,55.5,6.5,7.0,6.8,5.6,0,0,4.0,3.2,6.06,53.01,2,0.0,8.9,1.5575,8.0,-1.21375,0,1
5773,18.0,1,5.6,6.3,4.7,3.4,70.5,66.4,3.5,7.6,6.4,7.1,1,1,2.8,2.2,4.97,54.06,2,0.0,8.1,1.8816,7.385714285714285,0.4166857142857143,0,1
5774,22.0,0,4.3,3.4,5.1,1.0,73.6,90.4,3.4,7.3,9.5,6.7,2,1,2.0,2.5,6.34,25.96,1,2.6,6.1,0.4127999999999999,4.442857142857143,4.516342857142856,0,1
5775,16.0,2,7.1,6.3,7.3,1.3,85.1,63.6,4.5,2.6,4.7,6.9,1,0,4.4,10.1,5.9,56.65,2,0.0,8.6,2.5844,6.671428571428571,3.735171428571428,0,0
5776,19.0,0,5.7,6.6,10.1,6.7,100.0,77.0,4.6,7.7,3.9,3.4,0,0,0.0,1.7,6.48,56.64,2,0.0,16.8,1.311,7.699999999999999,5.526500000000001,0,1
5777,21.0,0,5.5,6.8,11.3,2.6,87.8,65.4,5.4,2.7,9.5,8.9,1,0,0.0,3.8,7.47,43.53,1,0.0,13.9,1.903,7.185714285714286,2.568785714285715,0,1
5778,17.0,0,1.0,6.7,7.1,0.9,75.0,68.0,2.9,2.4,5.0,8.5,0,0,1.5,2.5,4.66,39.18,1,0.0,8.0,0.3199999999999999,7.042857142857143,-6.012857142857143,0,1
5779,23.0,1,3.6,6.2,5.8,2.8,76.0,51.7,8.2,1.4,5.5,6.7,1,0,5.3,1.2,6.81,52.76,2,0.0,8.6,1.7388,6.4,0.0381999999999993,0,0
5780,18.0,2,2.1,6.0,9.3,4.9,78.1,88.7,6.6,3.9,4.1,9.4,0,0,3.7,3.3,7.0,47.06,2,0.0,14.2,0.2372999999999999,6.557142857142857,-2.121192857142856,0,0
5781,21.0,1,3.8,6.6,8.9,5.2,62.6,89.1,6.9,3.2,5.9,6.1,0,1,8.9,7.0,6.31,47.85,2,0.0,14.1,0.4142000000000003,7.057142857142857,0.6041571428571446,0,0
5782,19.0,0,2.8,4.9,8.2,3.0,74.0,89.0,5.0,1.0,5.5,5.0,1,0,8.3,3.0,8.16,43.15,1,1.0999999999999996,11.2,0.3079999999999999,5.042857142857144,2.9591428571428557,0,0
5783,21.0,1,3.4,4.5,2.1,1.6,73.5,67.3,8.4,1.6,5.6,6.6,0,1,1.6,8.7,9.11,51.44,2,1.5,3.7,1.1118,4.728571428571429,1.2091285714285718,0,0
5784,17.0,1,6.3,7.1,9.0,3.4,100.0,81.0,7.1,2.8,5.8,8.6,1,0,0.6,12.3,8.06,68.45,0,0.0,12.4,1.1969999999999996,7.5,1.2354999999999992,0,0
5785,16.0,0,5.2,7.1,6.9,2.9,92.0,100.0,6.4,0.8,5.6,5.1,0,1,1.0,5.3,7.02,51.94,2,0.0,9.8,0.0,7.2142857142857135,-0.7042857142857128,0,0
5786,24.0,1,6.2,8.1,3.8,0.1,66.0,80.2,8.2,0.3,2.8,4.9,2,0,7.3,3.8,8.78,65.38,0,0.0,3.9,1.2275999999999998,8.142857142857142,-1.8414571428571425,0,0
5787,18.0,1,1.0,6.7,4.3,0.4,59.6,74.9,2.3,4.7,8.0,3.7,0,1,8.0,4.6,4.89,24.27,1,0.0,4.7,0.2509999999999999,7.371428571428572,-5.694928571428573,1,1
5788,23.0,1,4.3,5.4,7.5,1.1,63.0,59.6,6.4,8.2,7.4,6.0,2,0,6.7,2.2,6.7,40.85,1,0.5999999999999996,8.6,1.7372,6.571428571428571,1.974371428571427,0,1
5789,25.0,1,6.1,4.5,1.0,0.0,98.4,58.8,4.5,1.7,6.8,6.5,1,1,4.1,11.8,6.05,51.07,2,1.5,1.0,2.5132,4.742857142857143,4.156942857142856,0,1
5790,18.0,2,7.2,5.8,5.7,2.2,62.5,74.9,4.4,6.9,3.9,3.7,0,0,3.6,7.9,4.67,50.02,2,0.2000000000000001,7.9,1.8071999999999997,6.785714285714286,4.185085714285714,0,1
5791,18.0,0,1.1,7.5,4.4,5.2,100.0,82.1,7.8,8.8,8.0,1.6,0,0,4.1,13.4,4.82,52.84,2,0.0,9.6,0.1969,8.757142857142858,-3.581792857142857,1,1
5792,21.0,1,3.5,8.9,4.1,1.8,83.1,46.7,9.0,6.7,5.3,5.2,2,0,3.9,4.3,6.44,72.24,0,0.0,5.9,1.8655,9.857142857142858,-3.9088928571428574,0,0
5793,25.0,1,6.3,7.1,4.9,4.9,76.8,98.5,8.8,1.9,4.6,6.6,2,0,2.6,1.9,6.68,71.17,0,0.0,9.8,0.0945,7.371428571428571,-0.5896785714285713,0,0
5794,24.0,0,3.8,5.4,2.3,3.1,65.1,85.2,6.0,0.5,5.1,9.8,1,0,5.0,2.8,7.74,62.51,2,0.5999999999999996,5.4,0.5624,5.471428571428572,-2.587828571428572,0,0
5795,20.0,1,2.4,5.9,8.6,2.7,96.4,78.1,5.3,2.1,5.2,7.7,2,0,1.4,7.2,5.14,44.95,1,0.0999999999999996,11.3,0.5256000000000002,6.2,-1.4916000000000014,0,0
5796,23.0,1,1.1,5.9,1.0,0.0,87.1,100.0,8.7,3.2,2.9,10.0,0,1,4.7,12.1,5.39,66.53,0,0.0999999999999996,1.0,0.0,6.357142857142858,-9.77714285714286,0,0
5797,17.0,1,2.3,6.5,6.4,5.1,91.7,70.9,3.8,1.6,7.2,4.9,0,0,3.9,0.6,5.0,43.57,1,0.0,11.5,0.6692999999999998,6.728571428571429,-0.5846214285714293,0,1
5798,25.0,0,0.8,8.5,3.9,3.2,80.2,99.5,9.7,2.7,5.9,7.0,0,1,6.9,3.4,5.55,53.83,2,0.0,7.1,0.004,8.885714285714286,-8.189714285714286,0,0
5799,25.0,1,4.3,8.6,11.0,0.1,88.7,35.2,5.2,1.7,7.4,5.8,0,0,6.5,0.5,2.6,36.89,1,0.0,11.1,2.7863999999999995,8.842857142857142,1.4267428571428558,0,1
5800,18.0,1,6.0,6.8,6.1,3.7,99.3,61.8,5.9,0.5,4.2,10.0,1,0,2.2,3.7,6.68,56.71,2,0.0,9.8,2.292,6.871428571428571,1.266571428571431,0,0
5801,19.0,0,1.7,7.2,1.0,1.9,87.7,89.3,4.8,2.3,6.4,7.3,1,0,2.6,2.7,8.83,71.03,0,0.0,2.9,0.1818999999999999,7.528571428571428,-8.095721428571428,0,1
5802,17.0,1,4.7,6.0,7.4,3.1,66.3,100.0,6.1,5.6,5.3,1.0,1,1,6.9,4.5,6.19,52.98,2,0.0,10.5,0.0,6.8,1.71,0,1
5803,18.0,0,5.9,4.8,3.3,3.4,86.8,53.1,4.0,4.0,4.6,4.6,1,0,4.7,8.2,7.57,52.49,2,1.2000000000000002,6.699999999999999,2.7671,5.371428571428571,6.949221428571431,0,0
